Restaurant_ID,Place_ID,Restaurant_Name,Restaurant_Type,Cuisine,Average_Rating,Total_Reviews,Average_Cost_For_Two_INR,Distance_From_Place_KM,District,Address,Latitude,Longitude,Opening_Time,Closing_Time,Seating_Capacity,Indoor_Seating,Outdoor_Seating,Takeaway,Home_Delivery,Online_Booking,Vegetarian,Vegan,Non_Vegetarian,Local_Manipuri_Food,Parking,Wheelchair_Accessible,Family_Friendly,Payment_Method,Phone_Number,Email,Official_Website,Image_URL,Status,Created_Date,Updated_Date
RS179,MP021,Eco Food Court,Food Court,Continental,3.9,1420,264,4.5,Imphal East,"Market Street 66, Imphal East, Manipur",24.4988,93.0076,08:00 Ayuk,08:00 Nungthil,247,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Cash,-874688,info@restaurant253@restaurant.in,https://www.restaurant.com,https://example.com/rest179.jpg,Open,21-12-2023,02-07-2026
RS005,MP018,Moira Dhaba,Cafe,Cafe,4.1,4484,513,3.6,Noney,"Airport Road 49, Noney, Manipur",24.5021,93.227,09:00 Ayuk,12:00 Ayuk,165,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Credit Card,,,NULL,https://example.com/rest5.jpg,Open,16-06-2023,08-06-2025
RS106,MP015,Lake Diner 2,Fine Dining,Thai,2.7,4450,2680,0.6,Kangpokpi,"Airport Road 90, Kangpokpi, Manipur",24.0954,94.4932,07:00 Ayuk,08:00 Nungthil,262,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,All,-219812,info@restaurant957@gmail.com,https://www.restaurant.com,https://example.com/rest106.jpg,Under Renovation,18-02-2023,21-05-2026
RS124,MP070,Shirui Garden,Bakery,"Indian, Chinese",4.4,4236,296,0.7,Ukhrul,"Airport Road 96, Ukhrul, Manipur",24.4459,94.2641,10:00 Ayuk,11:00 Nungthil,258,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Cash,-164860,info@restaurant728@hotmail.com,https://www.restaurant.com,https://example.com/rest124.jpg,Open,20-07-2023,08-08-2025
RS060,MP011,Spice Flavours 1,Fine Dining,Fast Food,2.8,4735,2641,14.2,Chandel,"Market Street 8, Chandel, Manipur",24.5312,93.5843,07:00 Ayuk,10:00 Nungthil,161,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Cash,-241895,info@restaurant.com,https://www.restaurant.com,https://example.com/rest60.jpg,Under Renovation,01-01-2023,10-04-2025
RS195,MP038,Lake Restaurant 1,Cafe,Manipuri,3.1,5257,2656,6.4,Imphal East,"Hill Side 24, Imphal East, Manipur",24.5903,94.2802,09:00 Ayuk,09:00 Nungthil,94,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Net Banking,-909487,info@restaurant.com,NULL,https://example.com/rest195.jpg,Under Renovation,05-06-2025,06-09-2026
RS147,MP053,Lake Joint,Fast Food,"Continental, Cafe",3.1,168,936,1.1,Kangpokpi,"Airport Road 63, Kangpokpi, Manipur",24.2103,93.3023,10:00 Ayuk,08:00 Nungthil,269,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,All,-449719,info@restaurant.com,https://www.restaurant.com,https://example.com/rest147.jpg,Open,19-10-2025,17-11-2026
RS036,MP046,Classic Diner,Tea House,"Indian, Chinese",3.8,199,1284,12.8,Thoubal,"Hill Side 61, Thoubal, Manipur",24.7201,93.9879,08:00 Ayuk,09:00 Nungthil,103,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,UPI,-751092,info@restaurant.com,NULL,https://example.com/rest36.jpg,Under Renovation,23-07-2025,05-05-2025
RS196,MP047,Lake Food Court 1,Street Food,Tibetan,2.5,4370,384,13.9,Kamjong,"Main Road 16, Kamjong, Manipur",24.2198,93.0341,08:00 Ayuk,11:00 Nungthil,245,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Digital Wallet,-453445,info@restaurant321@tourism.in,https://www.restaurant.com,https://example.com/rest196.jpg,Under Renovation,07-02-2023,22-03-2026
RS007,MP005,Loktak Garden,Fine Dining,Cafe,3.2,2419,817,11.8,IMPHAL EAST,"Temple Road 55, Imphal East, Manipur",25.2674,93.6818,10:00 Ayuk,12:00 Ayuk,169,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Credit Card,-337802,info@restaurant.com,https://www.restaurant.com,https://example.com/rest7.jpg,Temporarily Closed,01-10-2024,20-06-2025
RS034,MP021,Spice Food Court,Restaurant,Manipuri,3.5,2256,2964,9.3,Ukhrul,"Temple Road 70, Ukhrul, Manipur",24.7537,93.7819,11:00 Ayuk,11:00 Nungthil,168,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,UPI,-342869,info@restaurant360@yahoo.com,https://www.restaurant.com,https://example.com/rest34.jpg,Under Renovation,15-01-2024,24-10-2025
RS024,MP030,Royal Spot,Bakery,Thai,3.9,3658,1517,2.1,Thoubal,"Main Road 16, Thoubal, Manipur",24.9005,93.1239,10:00 Ayuk,12:00 Ayuk,281,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Credit Card,-346210,info@restaurant.com,https://www.restaurant.com,https://example.com/rest24.jpg,Temporarily Closed,04-06-2023,14-02-2026
RS101,MP069,Green Garden,Fine Dining,Fast Food,3.2,1039,1283,12.3,Noney,"Main Road 17, Noney, Manipur",25.3165,93.0466,07:00 Ayuk,08:00 Nungthil,214,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,UPI,-957428,info@restaurant.com,https://www.restaurant.com,https://example.com/rest101.jpg,Temporarily Closed,21-12-2023,07-06-2026
RS116,MP026,Heritage Inn,Tea House,Cafe,3.7,1979,1922,8.7,Imphal West,"Main Road 9, Imphal West, Manipur",24.6991,93.7975,08:00 Ayuk,10:00 Nungthil,277,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Debit Card,-156040,info@restaurant.com,NULL,https://example.com/rest116.jpg,Open,19-02-2023,25-10-2026
RS081,MP032,Keibul Kitchen,Fine Dining,Tibetan,4,4594,999,4.7,Senapati,"Market Street 37, Senapati, Manipur",25.4122,93.7968,08:00 Ayuk,08:00 Nungthil,92,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,UPI,-403796,info@restaurant350@yahoo.com,https://www.restaurant.com,https://example.com/rest81.jpg,Open,07-05-2025,14-09-2025
RS022,MP010,Bamboo Garden,Cafe,"Manipuri, Indian",4.7,3303,2408,6.9,Imphal East,"Main Road 91, Imphal East, Manipur",25.2336,93.4896,08:00 Ayuk,09:00 Nungthil,58,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Credit Card,-304733,info@restaurant698@hotmail.com,https://www.restaurant.com,https://example.com/rest22.jpg,Open,21-04-2023,15-10-2026
RS014,MP001,Lake Food Court,Fast Food,"Vegetarian, Fast Food",3.5,477,2070,7.3,Jiribam,"Airport Road 35, Jiribam, Manipur",24.4716,93.1006,08:00 Ayuk,12:00 Ayuk,74,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Debit Card,-470297,info@restaurant582@tourism.in,https://www.restaurant.com,https://example.com/rest14.jpg,Open,24-08-2024,11-11-2026
RS079,MP041,Eco Taste,Cafe,"continental, cafe",5,926,2623,4.4,Thoubal,"Airport Road 83, Thoubal, Manipur",24.0952,93.0604,09:00 Ayuk,12:00 Ayuk,199,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Cash,-517431,info@restaurant793@yahoo.com,https://www.restaurant.com,https://example.com/rest79.jpg,Under Renovation,22-05-2025,20-04-2026
RS016,MP003,Spice Garden,Eco Cafe,Thai,3.7,2910,2514,10.5,Chandel,"Hill Side 95, Chandel, Manipur",25.498,93.2523,10:00 Ayuk,10:00 Nungthil,193,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,"Cash, UPI",-605940,info@restaurant933@manipurfoods.com,https://www.restaurant.com,https://example.com/rest16.jpg,Under Renovation,11-03-2023,06-04-2026
RS141,MP011,Dzuko Garden,Tea House,Fusion,4.5,497,1753,10.8,Imphal West,"Airport Road 62, Imphal West, Manipur",24.371,93.848,08:00 Ayuk,10:00 Nungthil,87,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Credit Card,-746657,info@restaurant657@hotmail.com,NULL,https://example.com/rest141.jpg,Under Renovation,22-12-2023,21-03-2026
RS181,MP010,Classic View,Restaurant,Indian,2.7,2290,1309,14.5,Tamenglong,"Lake Front 1, Tamenglong, Manipur",24.0675,94.2743,09:00 Ayuk,12:00 Ayuk,277,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Cash,-579725,info@restaurant.com,https://www.restaurant.com,https://example.com/rest181.jpg,Open,19-09-2025,17-09-2026
RS009,MP064,Kangla View,Fine Dining,"Continental, Cafe",4.8,904,724,0.2,Tamenglong,"Market Street 16, Tamenglong, Manipur",24.883,94.3293,07:00 Ayuk,12:00 Ayuk,169,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Net Banking,,,NULL,https://example.com/rest9.jpg,Temporarily Closed,06-09-2025,04-10-2025
RS100,MP045,Eco Diner 1,Family Restaurant,Fusion,2.5,3897,953,8.1,Churachandpur,"Lake Front 84, Churachandpur, Manipur",24.6522,93.713,08:00 Ayuk,10:00 Nungthil,47,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Net Banking,-315715,info@restaurant.com,https://www.restaurant.com,https://example.com/rest100.jpg,Temporarily Closed,09-05-2023,25-02-2025
RS161,MP045,Lake Kitchen 1,Food Court,Chinese,2.5,2599,1998,4.6,Noney,"Airport Road 97, Noney, Manipur",25.0952,94.3958,10:00 Ayuk,12:00 Ayuk,232,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Credit Card,-970322,info@restaurant.com,NULL,https://example.com/rest161.jpg,Under Renovation,08-12-2025,21-02-2026
RS184,MP068,Ima Taste,Street Food,"Vegetarian, Fast Food",3.9,4765,2652,13.8,Kamjong,"Airport Road 31, Kamjong, Manipur",25.4381,93.8877,10:00 Ayuk,09:00 Nungthil,299,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,UPI,-685017,info@restaurant858@manipurfoods.com,https://www.restaurant.com,https://example.com/rest184.jpg,Temporarily Closed,14-06-2024,03-08-2025
RS163,MP039,Kangla Dhaba 1,Restaurant,Bakery,4.7,3468,998,8.3,Imphal East,"Airport Road 65, Imphal East, Manipur",24.053,93.6863,08:00 Ayuk,10:00 Nungthil,172,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Debit Card,-983689,info@restaurant166@tourism.in,NULL,https://example.com/rest163.jpg,Temporarily Closed,19-06-2025,12-11-2026
RS149,MP027,Moira Garden 1,Food Court,"Manipuri, Chinese",4.8,324,2456,9.1,Pherzawl,"Lake Front 52, Pherzawl, Manipur",24.285,93.9676,10:00 Ayuk,11:00 Nungthil,21,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Digital Wallet,-522271,info@restaurant928@restaurant.in,https://www.restaurant.com,https://example.com/rest149.jpg,Temporarily Closed,08-06-2023,25-04-2025
RS073,MP014,Bamboo Spot,Food Court,Cafe,4.4,4008,2251,0.9,Noney,"Main Road 98, Noney, Manipur",24.9089,93.8082,11:00 Ayuk,09:00 Nungthil,119,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Cash,-700221,info@qkys,https://www.restaurant.com,https://example.com/rest73.jpg,Temporarily Closed,16-06-2025,06-08-2026
RS041,MP007,Royal Taste,Bakery,"Continental, Cafe",4.4,1156,1940,11.3,Imphal West,"Market Street 34, Imphal West, Manipur",25.1034,93.5407,08:00 Ayuk,09:00 Nungthil,267,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Digital Wallet,-549693,info@restaurant346@tourism.in,https://www.restaurant.com,https://example.com/rest41.jpg,Under Renovation,17-12-2023,10-05-2026
RS164,MP052,Valley House,Restaurant,Tibetan,5,3206,1686,5.7,Thoubal,"Lake Front 37, Thoubal, Manipur",24.6035,93.9367,08:00 Ayuk,09:00 Nungthil,21,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Debit Card,-879590,info@restaurant.com,https://www.restaurant.com,https://example.com/rest164.jpg,Open,02-03-2024,11-09-2025
RS189,MP043,Eco Inn 1,Bakery,Cafe,4.9,265,972,5.8,Kamjong,"Temple Road 26, Kamjong, Manipur",25.1836,93.6186,10:00 Ayuk,12:00 Ayuk,107,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,"Cash, UPI",-986679,info@restaurant108@tourism.in,https://www.restaurant.com,https://example.com/rest189.jpg,Open,16-04-2023,04-07-2025
RS055,MP029,Ima Restaurant,Fine Dining,"Continental, Cafe",3,1084,1104,12.1,Tengnoupal,"Market Street 30, Tengnoupal, Manipur",24.5925,94.4566,07:00 Ayuk,09:00 Nungthil,205,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,UPI,-7065,info@restaurant237@yahoo.com,NULL,https://example.com/rest55.jpg,Open,23-04-2023,08-12-2026
RS127,MP023,Bamboo Inn 1,Family Restaurant,Cafe,3.1,4374,1261,6.4,Churachandpur,"Market Street 55, Churachandpur, Manipur",24.8919,93.9783,11:00 Ayuk,12:00 Ayuk,214,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,All,-639723,info@restaurant.com,https://www.restaurant.com,https://example.com/rest127.jpg,Open,06-04-2023,24-10-2025
RS030,MP006,Loktak View,Tea House,"Continental, Cafe",4.2,4061,1101,3.9,Tengnoupal,"Market Street 23, Tengnoupal, Manipur",24.7595,94.0258,10:00 Ayuk,11:00 Nungthil,233,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Net Banking,-960751,info@restaurant869@restaurant.in,NULL,https://example.com/rest30.jpg,Open,21-02-2023,16-05-2026
RS012,MP026,Green Kitchen,Tea House,Indian,4.7,2405,760,2.6,Kakching,"Market Street 100, Kakching, Manipur",24.8056,93.7996,07:00 Ayuk,10:00 Nungthil,224,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Cash,-742501,info@restaurant784@hotmail.com,NULL,https://example.com/rest12.jpg,Open,04-06-2025,23-04-2025
RS177,MP027,Heritage Joint,Family Restaurant,"Manipuri, Chinese",3.3,5179,1874,1.7,Bishnupur,"Main Road 48, Bishnupur, Manipur",24.1266,93.6736,08:00 Ayuk,09:00 Nungthil,46,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Cash,-1001300,info@restaurant157@hotmail.com,NULL,https://example.com/rest177.jpg,Temporarily Closed,03-07-2024,10-07-2025
RS174,MP017,Santhei Flavours 2,Street Food,"Manipuri, Chinese",4.7,2189,2104,8.5,Pherzawl,"Market Street 71, Pherzawl, Manipur",25.3254,94.3162,09:00 Ayuk,08:00 Nungthil,114,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Debit Card,-162818,info@restaurant.com,https://www.restaurant.com,https://example.com/rest174.jpg,Under Renovation,09-04-2023,16-09-2026
RS156,MP044,Lake Delight,Food Court,"Manipuri, Chinese",2.8,3299,2043,6.4,Churachandpur,"Main Road 96, Churachandpur, Manipur",25.4285,94.2839,08:00 Ayuk,12:00 Ayuk,32,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Net Banking,-680349,info@restaurant.com,NULL,https://example.com/rest156.jpg,Open,14-07-2025,20-04-2026
RS180,MP012,Classic Garden,Family Restaurant,"Continental, Cafe",3.9,3294,573,3,Churachandpur,"Lake Front 42, Churachandpur, Manipur",25.1865,93.0897,08:00 Ayuk,09:00 Nungthil,218,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,-734562,info@restaurant804@restaurant.in,NULL,https://example.com/rest180.jpg,Open,17-10-2025,22-12-2026
RS046,MP004,Bamboo Delight,Tea House,"Manipuri, Chinese",4.1,530,1255,11.7,Churachandpur,"Market Street 41, Churachandpur, Manipur",25.0533,94.0595,08:00 Ayuk,08:00 Nungthil,220,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Debit Card,-948045,info@restaurant964@yahoo.com,https://www.restaurant.com,https://example.com/rest46.jpg,Under Renovation,07-08-2023,03-04-2026
RS051,MP063,Dzuko Joint,Cafe,Chinese,5.2,2766,1950,12.1,Jiribam,"Airport Road 60, Jiribam, Manipur",25.221,94.1464,08:00 Ayuk,08:00 Nungthil,149,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,"Cash, UPI",-228696,info@restaurant250@hotmail.com,https://www.restaurant.com,https://example.com/rest51.jpg,Open,05-01-2023,14-03-2026
RS032,MP034,Tharon Delight,Tea House,Fast Food,4.3,2538,376,11.3,Churachandpur,"Temple Road 63, Churachandpur, Manipur",24.9025,93.8008,11:00 Ayuk,12:00 Ayuk,35,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Credit Card,-688551,info@restaurant684@manipurfoods.com,https://www.restaurant.com,https://example.com/rest32.jpg,Temporarily Closed,13-04-2023,03-04-2026
RS165,MP060,Dzuko Bites,Fast Food,Thai,3.9,5000,314,2.6,Tengnoupal,"Hill Side 36, Tengnoupal, Manipur",25.1693,94.4923,07:00 Ayuk,11:00 Nungthil,98,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,"Cash, UPI",-558343,info@restaurant87@yahoo.com,https://www.restaurant.com,https://example.com/rest165.jpg,Open,16-09-2025,10-08-2025
RS076,MP025,Eco Spot,Family Restaurant,Thai,2.8,2158,1107,7.6,Kangpokpi,"Main Road 93, Kangpokpi, Manipur",25.0483,93.6138,07:00 Ayuk,08:00 Nungthil,293,No,No,No,No,No,No,No,Yes,No,Yes,No,No,"Cash, UPI",-672819,info@restaurant.com,https://www.restaurant.com,https://example.com/rest76.jpg,Under Renovation,07-11-2023,10-09-2026
RS197,MP022,Mountain Joint,Street Food,"Manipuri, Indian",4.8,5008,1089,7.9,Noney,"Market Street 3, Noney, Manipur",25.0653,94.4914,10:00 Ayuk,12:00 Ayuk,113,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Credit Card,-186674,info@restaurant.com,NULL,https://example.com/rest197.jpg,Under Renovation,24-07-2023,08-09-2025
RS113,MP035,Moira Flavours,Family Restaurant,Fusion,3.3,1697,2117,12.5,Imphal West,"Temple Road 69, Imphal West, Manipur",24.1076,94.1398,08:00 Ayuk,08:00 Nungthil,47,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,All,-675556,info@restaurant595@restaurant.in,NULL,https://example.com/rest113.jpg,Under Renovation,22-08-2024,17-06-2026
RS158,MP019,Valley Dhaba,Eco Cafe,Manipuri,3.8,2453,2820,5.5,Bishnupur,"Market Street 71, Bishnupur, Manipur",25.3114,94.2498,11:00 Ayuk,12:00 Ayuk,156,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Debit Card,-306193,info@restaurant.com,https://www.restaurant.com,https://example.com/rest158.jpg,Under Renovation,20-07-2025,01-05-2025
RS148,MP047,Dzuko Diner 1,Tea House,Fusion,3.3,4341,2093,6,Pherzawl,"Lake Front 83, Pherzawl, Manipur",24.434,93.6115,10:00 Ayuk,08:00 Nungthil,99,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Digital Wallet,-374231,info@restaurant741@restaurant.in,https://www.restaurant.com,https://example.com/rest148.jpg,Under Renovation,21-08-2025,18-09-2025
RS096,MP004,Ima View,Eco Cafe,Vegetarian,4.1,4159,983,2,Pherzawl,"Airport Road 95, Pherzawl, Manipur",24.7796,93.4097,07:00 Ayuk,09:00 Nungthil,185,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Digital Wallet,-534999,info@restaurant.com,NULL,https://example.com/rest96.jpg,Temporarily Closed,25-10-2025,09-11-2026
RS194,MP030,Shirui Taste,Fine Dining,Indian,5,188,1258,11.3,Imphal East,"Airport Road 28, Imphal East, Manipur",24.8349,94.1233,09:00 Ayuk,11:00 Nungthil,187,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All,-488348,info@restaurant214@gmail.com,https://www.restaurant.com,https://example.com/rest194.jpg,Open,13-04-2023,23-04-2025
RS082,MP056,Ima Bites,Family Restaurant,Manipuri,3,5398,2467,8.4,Noney,"Hill Side 91, Noney, Manipur",24.276,94.4201,09:00 Ayuk,11:00 Nungthil,242,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,"Cash, UPI",-395325,info@restaurant743@yahoo.com,https://www.restaurant.com,https://example.com/rest82.jpg,Temporarily Closed,01-06-2023,12-02-2025
RS115,MP032,Green Taste,Tea House,Thai,4.4,4763,2156,2.6,Noney,"Market Street 52, Noney, Manipur",25.2345,94.1983,10:00 Ayuk,09:00 Nungthil,268,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Digital Wallet,-213392,info@restaurant830@manipurfoods.com,NULL,https://example.com/rest115.jpg,Temporarily Closed,21-01-2025,03-08-2026
RS074,MP069,Bamboo Diner,Fine Dining,"Manipuri, Indian",4.9,1142,1230,9.8,Jiribam,"Main Road 88, Jiribam, Manipur",25.2056,93.354,08:00 Ayuk,10:00 Nungthil,160,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,"Cash, UPI",-947164,info@restaurant245@hotmail.com,NULL,https://example.com/rest74.jpg,Under Renovation,01-09-2023,10-11-2025
RS039,MP037,Valley Spot,Restaurant,chinese,4,3858,211,5.7,Senapati,"Market Street 79, Senapati, Manipur",24.9984,93.2981,10:00 Ayuk,11:00 Nungthil,269,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Credit Card,-214872,info@restaurant583@tourism.in,https://www.restaurant.com,https://example.com/rest39.jpg,Open,22-01-2023,17-10-2026
RS173,MP017,Tharon Bites,Cafe,"Manipuri, Chinese",2.8,5064,2248,8.6,Kangpokpi,"Temple Road 76, Kangpokpi, Manipur",24.5877,94.2887,11:00 Ayuk,11:00 Nungthil,198,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Credit Card,-512670,info@restaurant598@tourism.in,https://www.restaurant.com,https://example.com/rest173.jpg,Under Renovation,04-11-2025,11-07-2025
RS061,MP015,Mountain Cafe 1,Cafe,Indian,3,2910,2164,13.7,Tengnoupal,"Temple Road 54, Tengnoupal, Manipur",24.8775,93.9177,11:00 Ayuk,12:00 Ayuk,176,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Net Banking,-584655,info@restaurant710@tourism.in,https://www.restaurant.com,https://example.com/rest61.jpg,Open,16-06-2024,03-04-2025
RS049,MP016,Loktak Flavours,Fine Dining,Indian,4.9,4099,2104,5.8,Imphal East,"Market Street 79, Imphal East, Manipur",25.1948,93.4989,07:00 Ayuk,09:00 Nungthil,157,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,"Cash, UPI",,,NULL,https://example.com/rest49.jpg,Under Renovation,02-08-2025,15-09-2025
RS190,MP006,Bamboo Cafe 1,Family Restaurant,"Continental, Cafe",4,4781,2576,7.4,Thoubal,"Temple Road 30, Thoubal, Manipur",25.2909,94.4076,09:00 Ayuk,09:00 Nungthil,68,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Debit Card,-825434,info@restaurant766@tourism.in,https://www.restaurant.com,https://example.com/rest190.jpg,Temporarily Closed,02-01-2025,03-08-2026
RS150,MP033,Ima Food Court 1,Eco Cafe,"Manipuri, Chinese",3.2,587,229,12,Jiribam,"Market Street 28, Jiribam, Manipur",25.135,93.8323,09:00 Ayuk,09:00 Nungthil,142,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,"Cash, UPI",-991942,info@restaurant425@yahoo.com,https://www.restaurant.com,https://example.com/rest150.jpg,Under Renovation,16-03-2023,02-04-2026
RS008,MP019,Royal Joint,Family Restaurant,Fusion,4.8,3913,2594,6.8,Imphal West,"Airport Road 55, Imphal West, Manipur",24.198,93.5114,08:00 Ayuk,10:00 Nungthil,186,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Credit Card,-386564,info@restaurant.com,https://www.restaurant.com,https://example.com/rest8.jpg,Under Renovation,24-07-2025,14-10-2026
RS094,MP066,Ima Garden,Food Court,Thai,3.7,70,2850,9.7,Thoubal,"Market Street 13, Thoubal, Manipur",24.1741,94.1943,07:00 Ayuk,12:00 Ayuk,279,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Digital Wallet,-223276,info@restaurant988@manipurfoods.com,https://www.restaurant.com,https://example.com/rest94.jpg,Open,23-06-2023,18-04-2026
RS089,MP049,Orchid Inn 1,Family Restaurant,"Manipuri, Indian",3.9,5530,2711,0.2,Noney,"Main Road 13, Noney, Manipur",24.6587,93.0117,07:00 Ayuk,08:00 Nungthil,109,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Cash,,,NULL,https://example.com/rest89.jpg,Open,22-03-2025,12-10-2026
RS097,MP020, Kangla Taste 1,Tea House,Fast Food,3.7,4044,2350,9.5,Thoubal,"Hill Side 75, Thoubal, Manipur ",24.2885,93.9539,09:00 Ayuk,08:00 Nungthil,139,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Net Banking,-472212,info@restaurant793@restaurant.in,NULL,https://example.com/rest97.jpg,Open,22-05-2025,13-08-2026
RS154,MP001,Ima Cafe,Fast Food,Indian,4.8,1235,2051,11.8,Senapati,"Hill Side 46, Senapati, Manipur",25.2871,93.1373,11:00 Ayuk,12:00 Ayuk,115,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Digital Wallet,-591762,info@restaurant894@yahoo.com,https://www.restaurant.com,https://example.com/rest154.jpg,Temporarily Closed,06-02-2023,23-03-2025
RS004,MP039,Dzuko Food Court,Restaurant,Cafe,2.9,4198,1224,14.4,Bishnupur,"Temple Road 6, Bishnupur, Manipur",25.4057,94.4614,10:00 Ayuk,10:00 Nungthil,33,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Credit Card,-824023,info@restaurant.com,https://www.restaurant.com,https://example.com/rest4.jpg,Under Renovation,20-07-2024,14-03-2025
RS162,MP028,Shirui Kitchen,Bakery,Manipuri,2.6,842,312,9.8,Jiribam,"Airport Road 42, Jiribam, Manipur",24.0727,94.4351,08:00 Ayuk,12:00 Ayuk,87,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Net Banking,-762873,info@restaurant.com,https://www.restaurant.com,https://example.com/rest162.jpg,Temporarily Closed,08-03-2024,18-09-2025
RS151,MP025,Spice Spot,Family Restaurant,Manipuri,2.7,1242,461,0.4,Tamenglong,"Market Street 41, Tamenglong, Manipur",24.2955,93.7015,08:00 Ayuk,08:00 Nungthil,231,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Digital Wallet,-704799,info@restaurant.com,https://www.restaurant.com,https://example.com/rest151.jpg,Temporarily Closed,16-12-2024,11-10-2026
RS110,MP042,Bamboo View,Street Food,Thai,5,5786,1298,5.5,Chandel,"Market Street 74, Chandel, Manipur",24.9617,93.3833,09:00 Ayuk,09:00 Nungthil,49,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,"Cash, UPI",-778670,info@restaurant642@manipurfoods.com,https://www.restaurant.com,https://example.com/rest110.jpg,Temporarily Closed,22-06-2024,24-03-2025
