Hotel_ID,Place_ID,Hotel_Name,Hotel_Type,Star_Rating,Average_Rating,Total_Reviews,Price_Per_Night_INR,Distance_From_Place_KM,District,Address,Latitude,Longitude,Check_In_Time,Check_Out_Time,Total_Rooms,Available_Rooms,Room_Type,Air_Conditioning,Free_WiFi,Parking,Restaurant,Room_Service,Swimming_Pool,Gym,Spa,Pet_Friendly,Family_Friendly,Wheelchair_Accessible,Airport_Shuttle,Breakfast_Included,Cancellation_Policy,Phone_Number,Email,Official_Website,Image_URL,Status,Created_Date,Updated_Date
HT065,MP010,Cottage Eco 35,Heritage Hotel,1,4.9,2039,12478,6.9,Pherzawl,"Market Area 22, Pherzawl, Manipur",24.9381,93.5741,12:00 Nungthil,12:00 Nungthil,132,122,Standard,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Free Cancellation,,,NULL,https://example.com/hotel65.jpg,Open,11-09-2025,02-08-2026
HT057,MP004,Guest House Tower,Boutique Hotel,1,4.2,1600,4049,12.3,Imphal East,"Market Area 11, Imphal East, Manipur",24.6993,93.4591,12:00 Nungthil,10:00 Ayuk,186,164,Dormitory,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Non Refundable,-581058,info@hotel738@gmail.com,https://www.hotel.com,https://example.com/hotel57.jpg,Under Renovation,14-05-2024,14-03-2025
HT101,MP041,Guest House Classic,Boutique Hotel,2,3.4,3568,5716,5.6,Kangpokpi,"Market Area 76, Kangpokpi, Manipur",24.4708,93.9415,02:00 Nungthil,11:00 Ayuk,181,93,Standard,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Partial Refund,-798252,info@hotel571@manipurhotels.com,https://www.hotel.com,https://example.com/hotel101.jpg,Under Renovation,18-11-2024,18-01-2026
HT127,MP027,Retreat Park 84,Heritage Hotel,5,3.4,3144,9046,14.1,Pherzawl,"Market Area 54, Pherzawl, Manipur",25.4796,93.4712,12:00 Nungthil,11:00 Ayuk,126,82,Suite,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Partial Refund,-855160,info@hotel.com,https://www.hotel.com,https://example.com/hotel127.jpg,Open,02-07-2025,03-06-2025
HT144,MP001,Inn Royal,Homestay,3,4.8,3146,7923,14.6,Thoubal,"Lake View 48, Thoubal, Manipur",24.7916,93.7839,12:00 Nungthil,11:00 Ayuk,25,17,Dormitory,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Partial Refund,-293163,info@hotel.com,https://www.hotel.com,https://example.com/hotel144.jpg,Temporarily Closed,11-03-2024,19-04-2026
HT133,MP006,Camp Mountain 96,Guest House,2,4.2,2164,4743,8.4,Ukhrul,"Hill Top 92, Ukhrul, Manipur",24.5246,94.208,12:00 Nungthil,12:00 Nungthil,206,76,Executive,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Partial Refund,-507716,info@hotel225@outlook.com,https://www.hotel.com,https://example.com/hotel133.jpg,Under Renovation,18-04-2024,06-03-2026
HT063,MP063,Lodge Classic 68,Guest House,2,3.1,1972,7141,12.9,Kamjong,"Market Area 44, Kamjong, Manipur",24.4244,94.3628,02:00 Nungthil,12:00 Nungthil,101,36,Family Room,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Non Refundable,-559057,info@hotel415@tourism.in,NULL,https://example.com/hotel63.jpg,Temporarily Closed,24-04-2024,01-08-2025
HT091,MP003,Inn Mountain 35,Eco Resort,4,4.8,2778,2888,14.2,Pherzawl,"Airport Road 99, Pherzawl, Manipur",25.1163,93.2687,01:00 Nungthil,11:00 Ayuk,151,19,Dormitory,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Free Cancellation,-114588,info@hotel415@hotmail.com,https://www.hotel.com,https://example.com/hotel91.jpg,Under Renovation,15-02-2024,05-05-2025
HT040,MP020,Cottage Classic,Heritage Hotel,2,4.8,4634,11917,7.3,Pherzawl,"Hill Top 12, Pherzawl, Manipur",24.6785,94.4488,02:00 Nungthil,12:00 Nungthil,109,8,Deluxe,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Free Cancellation,,,NULL,https://example.com/hotel40.jpg,Temporarily Closed,12-02-2024,09-07-2025
HT087,MP029,Hotel Comfort,Hotel,2,3.4,1163,14214,6.9,Bishnupur,"Airport Road 71, Bishnupur, Manipur",25.2366,93.9994,01:00 Nungthil,12:00 Nungthil,199,161,Deluxe,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Partial Refund,-861718,info@hotel.com,https://www.hotel.com,https://example.com/hotel87.jpg,Temporarily Closed,11-05-2023,21-05-2025
HT095,MP044,Homestay Garden,Hotel,3,4,1175,2066,10.4,Imphal East,"Hill Top 56, Imphal East, Manipur",25.3785,94.0546,01:00 Nungthil,10:00 Ayuk,99,71,Dormitory,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Non Refundable,,,NULL,https://example.com/hotel95.jpg,Under Renovation,13-12-2024,12-01-2025
HT138,MP018,Retreat Royal 75,Hotel,5,4.6,239,3127,8.4,Jiribam,"Airport Road 91, Jiribam, Manipur",24.2126,94.2219,01:00 Nungthil,12:00 Nungthil,165,100,Deluxe,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Non Refundable,-5150,info@hotel.com,https://www.hotel.com,https://example.com/hotel138.jpg,Open,12-02-2023,12-09-2025
HT123,MP009,Guest House Park,Resort,1,4.9,4787,4929,18.9,Kangpokpi,"Hill Top 93, Kangpokpi, Manipur",25.4216,94.1552,02:00 Nungthil,10:00 Ayuk,111,101,Dormitory,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Partial Refund,-585266,info@hotel508@outlook.com,https://www.hotel.com,https://example.com/hotel123.jpg,Open,07-10-2024,09-06-2026
HT029,MP018,Resort Boutique,Guest House,1,4.4,517,1911,17.2,Thoubal,"Main Road 48, Thoubal, Manipur",25.2664,93.5449,01:00 Nungthil,11:00 Ayuk,240,42,Family Room,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Non Refundable,-150901,info@hotel.com,https://www.hotel.com,https://example.com/hotel29.jpg,Under Renovation,10-07-2025,08-11-2026
HT058,MP012,Palace Garden,Guest House,5,2.9,2426,13532,6,Imphal West,"Lake View 25, Imphal West, Manipur",25.1244,93.6501,02:00 Nungthil,11:00 Ayuk,133,71,Deluxe,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Partial Refund,-636039,info@hotel749@manipurhotels.com,NULL,https://example.com/hotel58.jpg,Temporarily Closed,14-10-2024,25-04-2025
HT051,MP060,Guest House Heritage,Guest House,2,3.4,1515,10437,8.2,Thoubal,"Market Area 21, Thoubal, Manipur",25.3139,93.7692,01:00 Nungthil,12:00 Nungthil,223,183,Suite,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Non Refundable,-765679,info@hotel.com,https://www.hotel.com,https://example.com/hotel51.jpg,Under Renovation,15-09-2024,25-12-2025
HT069,MP012,Resort Heritage,Eco Resort,1,4.6,4334,5451,13.6,Pherzawl,"Market Area 45, Pherzawl, Manipur",24.6447,93.4845,02:00 Nungthil,12:00 Nungthil,249,160,Dormitory,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Partial Refund,-537939,info@hotel.com,https://www.hotel.com,https://example.com/hotel69.jpg,Under Renovation,15-12-2025,12-08-2025
HT037,MP020,Homestay Heritage,Homestay,5,3.7,2094,13854,4.5,Bishnupur,"Main Road 77, Bishnupur, Manipur",25.4467,93.6862,01:00 Nungthil,10:00 Ayuk,135,33,Family Room,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Free Cancellation,-524019,info@hotel.com,https://www.hotel.com,https://example.com/hotel37.jpg,Temporarily Closed,02-08-2023,24-10-2025
HT136,MP044,Homestay Mountain 1,Hotel,2,2.8,2886,9699,8.6,Pherzawl,"Main Road 90, Pherzawl, Manipur",25.0519,94.0692,02:00 Nungthil,12:00 Nungthil,64,13,Deluxe,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Partial Refund,-172729,info@hotel.com,https://www.hotel.com,https://example.com/hotel136.jpg,Temporarily Closed,16-02-2025,03-11-2026
HT018,MP001,Cottage View 90,Lodge,2,4.4,2610,6366,2.4,Ukhrul,"Main Road 42, Ukhrul, Manipur",24.1849,93.3367,12:00 Nungthil,11:00 Ayuk,25,17,Standard,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Non Refundable,-13264,info@hotel692@tourism.in,https://www.hotel.com,https://example.com/hotel18.jpg,Under Renovation,12-02-2025,14-10-2026
HT046,MP039,Hotel Garden 33,Lodge,4,2.8,3057,2018,17.5,Tengnoupal,"Airport Road 98, Tengnoupal, Manipur",24.4411,93.6471,12:00 Nungthil,12:00 Nungthil,43,18,Suite,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Non Refundable,-409536,info@hotel525@gmail.com,https://www.hotel.com,https://example.com/hotel46.jpg,Temporarily Closed,01-01-2025,20-11-2025
HT154,MP005,Resort Comfort,Resort,4,4.9,1032,6830,6.6,Senapati,"Main Road 21, Senapati, Manipur",25.254,94.0372,01:00 Nungthil,10:00 Ayuk,246,177,Suite,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Free Cancellation,-911346,info@hotel447@tourism.in,https://www.hotel.com,https://example.com/hotel4.jpg,Temporarily Closed,13-02-2025,21-05-2025
HT071,MP025,Palace Royal,Guest House,3,3.2,328,9232,15,Chandel,"Airport Road 92, Chandel, Manipur",25.2452,93.0363,12:00 Nungthil,10:00 Ayuk,93,36,Executive,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Partial Refund,-155445,info@hotel.com,NULL,https://example.com/hotel71.jpg,Open,06-09-2024,06-06-2025
HT115,MP006,Palace Heritage 56,Homestay,1,2.9,1869,12794,11.3,Imphal East,"Airport Road 6, Imphal East, Manipur",25.2058,93.8746,01:00 Nungthil,12:00 Nungthil,208,151,Standard,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Non Refundable,-182075,info@hotel864@tourism.in,https://www.hotel.com,https://example.com/hotel115.jpg,Temporarily Closed,06-05-2023,23-12-2026
HT004,MP005,Resort Comfort,Resort,4,4.9,1032,6830,6.6,Senapati,"Main Road 21, Senapati, Manipur",25.254,94.0372,01:00 Nungthil,10:00 Ayuk,246,177,Suite,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Free Cancellation,-911346,info@hotel447@tourism.in,https://www.hotel.com,https://example.com/hotel4.jpg,Temporarily Closed,13-02-2025,21-05-2025
HT141,MP036,Hotel Garden 91,Hotel,4,3.7,2653,7020,6.3,Bishnupur,"Airport Road 31, Bishnupur, Manipur",24.976,93.4622,01:00 Nungthil,10:00 Ayuk,91,5,Standard,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Free Cancellation,-264663,info@hotel.com,NULL,https://example.com/hotel141.jpg,Temporarily Closed,18-06-2025,18-01-2025
HT094,MP016,Guest House Lake,Eco Resort,2,2.7,3849,587,2.4,Senapati,"Main Road 39, Senapati, Manipur",25.2241,94.0348,01:00 Nungthil,10:00 Ayuk,146,98,Deluxe,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Free Cancellation,-800080,info@hotel802@manipurhotels.com,NULL,https://example.com/hotel94.jpg,Open,02-03-2025,16-04-2026
HT072,MP019,Hotel Classic 70,Resort,2,5.4,3980,3431,7.3,Imphal West,"Market Area 60, Imphal West, Manipur",25.4053,93.9109,01:00 Nungthil,12:00 Nungthil,126,70,Family Room,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Non Refundable,-437583,info@hotel198@tourism.in,https://www.hotel.com,https://example.com/hotel72.jpg,Under Renovation,20-09-2025,05-04-2026
HT134,MP007,Homestay Eco,Eco Resort,3,3.1,4276,6462,5.9,Kamjong,"Main Road 49, Kamjong, Manipur",24.4849,93.4718,01:00 Nungthil,10:00 Ayuk,65,29,Deluxe,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Free Cancellation,-371407,info@hotel213@manipurhotels.com,https://www.hotel.com,https://example.com/hotel134.jpg,Under Renovation,05-01-2023,05-08-2026
HT098,MP024,Lodge Green,Homestay,4,3.1,3595,3707,0.3,churachandpur,"Market Area 60, Churachandpur, Manipur",24.1118,93.6918,01:00 Nungthil,11:00 Ayuk,32,6,Dormitory,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Non Refundable,-164107,info@hotel.com,https://www.hotel.com,https://example.com/hotel98.jpg,Open,06-04-2025,22-02-2025
HT002,MP008,Homestay Mountain,Resort,3,4.1,876,912,2.5,Tamenglong,"Main Road 18, Tamenglong, Manipur",25.145,93.5973,12:00 Nungthil,11:00 Ayuk,110,1,Deluxe,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Free Cancellation,-562193,info@hotel.com,NULL,https://example.com/hotel2.jpg,Open,09-06-2024,20-06-2025
HT068,MP008,Hotel Lake 26,Resort,3,3.9,931,9316,18.3,jiribam,"Airport Road 9, Jiribam, Manipur",24.4322,93.7248,01:00 Nungthil,11:00 Ayuk,43,29,Executive,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Free Cancellation,-635875,info@hotel412@outlook.com,NULL,https://example.com/hotel68.jpg,Open,13-01-2024,10-02-2025
HT129,MP045,Retreat Classic,Heritage Hotel,1,3,4594,3971,12.5,Imphal East,"Lake View 88, Imphal East, Manipur",24.2894,93.6418,01:00 Nungthil,12:00 Nungthil,22,5,Family Room,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Partial Refund,-165681,info@hotel496@gmail.com,https://www.hotel.com,https://example.com/hotel129.jpg,Temporarily Closed,24-04-2023,19-12-2026
HT080,MP064, Inn Eco,Hotel,4,3.3,1460,8219,6.1,Imphal East,"Market Area 41, Imphal East, Manipur ",24.7831,94.2234,02:00 Nungthil,11:00 Ayuk,135,38,Suite,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Non Refundable,-836251,info@hotel.com,https://www.hotel.com,https://example.com/hotel80.jpg,Under Renovation,23-02-2024,22-03-2026
HT039,MP003,Cottage Eco 16,Heritage Hotel,4,3.6,1411,2664,11.9,Kangpokpi,"Main Road 29, Kangpokpi, Manipur",24.6578,93.2785,02:00 Nungthil,12:00 Nungthil,186,7,Family Room,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Free Cancellation,-844880,info@hotel578@outlook.com,https://www.hotel.com,https://example.com/hotel39.jpg,Open,03-03-2023,15-09-2025
HT007,MP010,Cottage Tower,Heritage Hotel,1,4.1,342,2734,9,Kamjong,"Airport Road 57, Kamjong, Manipur",25.2513,93.7829,01:00 Nungthil,12:00 Nungthil,250,144,Standard,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Non Refundable,-592035,info@hotel709@tourism.in,NULL,https://example.com/hotel7.jpg,Under Renovation,06-01-2024,25-10-2025
HT079,MP009,Inn Classic 7,Eco Resort,4,3.9,413,11427,7.1,Pherzawl,"Lake View 66, Pherzawl, Manipur",24.4187,93.3459,12:00 Nungthil,10:00 Ayuk,33,2,Suite,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Partial Refund,-683344,info@hotel550@yahoo.com,https://www.hotel.com,https://example.com/hotel79.jpg,Open,02-11-2024,06-11-2025
HT130,MP032,Retreat Lake,Guest House,4,3.7,2572,3602,1.6,Chandel,"Airport Road 82, Chandel, Manipur",24.6848,93.654,12:00 Nungthil,12:00 Nungthil,161,152,Standard,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Partial Refund,,,NULL,https://example.com/hotel130.jpg,Open,07-09-2024,02-03-2025
HT064,MP015,Guest House Heritage 11,Resort,4,2.7,3071,5065,19.5,Tamenglong,"Main Road 8, Tamenglong, Manipur",24.5625,94.2608,01:00 Nungthil,10:00 Ayuk,53,7,Dormitory,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Free Cancellation,-667634,info@hotel28@manipurhotels.com,NULL,https://example.com/hotel64.jpg,Temporarily Closed,25-08-2025,02-09-2026
HT096,MP030,Cottage Boutique,Guest House,4,2.6,3281,7608,17,Pherzawl,"Market Area 74, Pherzawl, Manipur",24.1718,94.2903,12:00 Nungthil,10:00 Ayuk,151,12,Deluxe,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Non Refundable,-331690,info@hotel750@gmail.com,https://www.hotel.com,https://example.com/hotel96.jpg,Under Renovation,04-07-2024,20-09-2025
HT125,MP043,Lodge Garden 71,Lodge,3,3.5,3325,12521,15.4,Tamenglong,"Main Road 22, Tamenglong, Manipur",25.0662,93.9765,02:00 Nungthil,10:00 Ayuk,78,72,Family Room,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Partial Refund,,,NULL,https://example.com/hotel125.jpg,Open,24-12-2023,14-10-2025
HT148,MP001,Camp Garden,Resort,1,2.6,1208,13752,4,Kakching,"Main Road 20, Kakching, Manipur",24.2525,93.8393,02:00 Nungthil,12:00 Nungthil,28,3,Standard,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Non Refundable,-526006,info@hotel591@tourism.in,NULL,https://example.com/hotel148.jpg,Temporarily Closed,18-08-2025,15-09-2026
HT110,MP040, Lodge View 72,Hotel,4,3.2,295,12561,4.7,Kakching,"Airport Road 76, Kakching, Manipur ",25.4268,93.9326,02:00 Nungthil,12:00 Nungthil,92,38,Standard,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Partial Refund,-752517,info@hotel602@outlook.com,https://www.hotel.com,https://example.com/hotel110.jpg,Under Renovation,01-12-2024,01-01-2026
HT005,MP021,Palace Heritage,Guest House,4,3.1,3421,10106,12.9,Chandel,"Hill Top 78, Chandel, Manipur",24.72,93.5713,01:00 Nungthil,12:00 Nungthil,150,0,Executive,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Free Cancellation,,,NULL,https://example.com/hotel5.jpg,Open,16-04-2024,22-04-2026
HT146,MP019,Camp Green 99,Homestay,3,4,411,3992,13.3,Imphal East,"Main Road 87, Imphal East, Manipur",25.1456,94.0288,02:00 Nungthil,12:00 Nungthil,131,39,Dormitory,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Free Cancellation,-486712,info@hotel.com,https://www.hotel.com,https://example.com/hotel146.jpg,Temporarily Closed,22-04-2025,16-06-2026
HT053,MP059,Hotel Plaza,Eco Resort,3,4.3,4232,13970,7.1,Kangpokpi,"Market Area 24, Kangpokpi, Manipur",24.4926,94.2432,12:00 Nungthil,11:00 Ayuk,162,15,Deluxe,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Partial Refund,-909567,info@hotel259@gmail.com,https://www.hotel.com,https://example.com/hotel53.jpg,Open,01-03-2024,14-06-2025
HT120,MP011,Palace Green 93,Guest House,1,4.7,486,7091,10.8,Kakching,"Market Area 95, Kakching, Manipur",25.2297,93.8998,02:00 Nungthil,11:00 Ayuk,224,115,Executive,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Free Cancellation,-693887,info@hotel743@yahoo.com,https://www.hotel.com,https://example.com/hotel120.jpg,Temporarily Closed,03-04-2023,13-07-2026
HT142,MP051,Palace Plaza,heritage hotel,2,3.5,3470,8756,11.8,Noney,"Hill Top 81, Noney, Manipur",24.7103,94.382,12:00 Nungthil,11:00 Ayuk,153,78,Suite,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Free Cancellation,-998523,info@hotel751@tourism.in,https://www.hotel.com,https://example.com/hotel142.jpg,Under Renovation,15-04-2025,07-03-2025
HT008,MP068,Lodge Classic,Resort,1,4,961,4046,12.4,jiribam,"Lake View 69, Jiribam, Manipur",24.4965,93.614,01:00 Nungthil,11:00 Ayuk,190,104,Deluxe,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Partial Refund,-1001440,info@hotel.com,https://www.hotel.com,https://example.com/hotel8.jpg,Under Renovation,24-10-2023,15-11-2025
HT011,MP020,Cottage Eco,Resort,2,4.8,169,8167,3.7,Senapati,"Main Road 13, Senapati, Manipur",24.4923,94.2459,01:00 Nungthil,10:00 Ayuk,162,107,Family Room,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Non Refundable,-286178,info@hotel.com,https://www.hotel.com,https://example.com/hotel11.jpg,Temporarily Closed,14-03-2024,21-04-2025
HT054,MP050,Resort Classic,Heritage Hotel,1,3.3,3998,1145,6.5,Chandel,"Market Area 90, Chandel, Manipur",24.2503,93.8991,01:00 Nungthil,10:00 Ayuk,105,88,Dormitory,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Free Cancellation,-207063,info@hotel485@yahoo.com,NULL,https://example.com/hotel54.jpg,Open,09-12-2025,15-06-2026
HT019,MP026,Homestay Comfort 93,Heritage Hotel,4,2.7,96,9837,10.9,Kakching,"Hill Top 63, Kakching, Manipur",25.4815,94.0384,01:00 Nungthil,12:00 Nungthil,188,63,Standard,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Non Refundable,-584635,info@hotel247@manipurhotels.com,https://www.hotel.com,https://example.com/hotel19.jpg,Open,04-02-2023,23-03-2026
HT092,MP023,Resort Lake,Resort,4,3.2,3497,13716,15.6,Churachandpur,"Lake View 33, Churachandpur, Manipur",25.315,93.439,12:00 Nungthil,11:00 Ayuk,112,81,Family Room,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Partial Refund,-324860,info@hotel715@gmail.com,https://www.hotel.com,https://example.com/hotel92.jpg,Temporarily Closed,22-03-2025,20-02-2026
HT043,MP034,Camp Plaza 41,Hotel,2,2.8,699,8998,3.6,Imphal East,"Airport Road 32, Imphal East, Manipur",24.5354,93.3058,01:00 Nungthil,10:00 Ayuk,226,160,Deluxe,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Non Refundable,-861093,info@hotel.com,https://www.hotel.com,https://example.com/hotel43.jpg,Temporarily Closed,03-11-2023,14-09-2025
HT038,MP004,Guest House Garden,Eco Resort,4,2.8,1793,11857,3.7,senapati,"Lake View 17, Senapati, Manipur",25.2166,94.0311,02:00 Nungthil,10:00 Ayuk,68,29,Deluxe,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Free Cancellation,-594231,info@hotel84@tourism.in,https://www.hotel.com,https://example.com/hotel38.jpg,Under Renovation,07-02-2023,08-02-2025
HT014,MP050,Hotel Royal,Guest House,2,4.5,2683,1111,7.1,Jiribam,"Hill Top 61, Jiribam, Manipur",25.2641,93.9324,12:00 Nungthil,10:00 Ayuk,84,73,Standard,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Non Refundable,-388282,info@hotel713@gmail.com,https://www.hotel.com,https://example.com/hotel14.jpg,Open,25-08-2025,06-09-2025
HT137,MP049,Homestay Green,Eco Resort,3,3.3,2894,5601,13.2,Senapati,"Airport Road 62, Senapati, Manipur",24.8057,93.1704,02:00 Nungthil,10:00 Ayuk,57,31,Executive,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Non Refundable,-770267,info@hotel577@tourism.in,NULL,https://example.com/hotel137.jpg,Temporarily Closed,02-05-2023,12-06-2025
HT035,MP036,Hotel Garden,Lodge,5,5,3411,1137,2.7,Pherzawl,"Lake View 95, Pherzawl, Manipur",24.35,93.1649,02:00 Nungthil,10:00 Ayuk,39,19,Deluxe,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Partial Refund,,,NULL,https://example.com/hotel35.jpg,Under Renovation,23-08-2023,25-09-2026
HT017,MP017,Palace Comfort,Homestay,4,3.7,2214,5693,5.5,Tamenglong,"Airport Road 56, Tamenglong, Manipur",24.622,94.2268,12:00 Nungthil,10:00 Ayuk,225,215,Family Room,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Non Refundable,-891721,info@hotel731@hotmail.com,NULL,https://example.com/hotel17.jpg,Open,06-12-2024,08-10-2026
HT099,MP035,Hotel Royal 43,Resort,3,3.6,4335,2672,16.1,Churachandpur,"Main Road 59, Churachandpur, Manipur",24.5019,93.732,12:00 Nungthil,12:00 Nungthil,27,20,Dormitory,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Non Refundable,-668554,info@hotel207@yahoo.com,NULL,https://example.com/hotel99.jpg,Temporarily Closed,16-01-2023,01-04-2026
HT059,MP056,Guest House Garden 36,Heritage Hotel,2,2.8,3196,12319,12.8,Noney,"Airport Road 87, Noney, Manipur",24.1921,93.5876,02:00 Nungthil,12:00 Nungthil,70,17,Standard,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Non Refundable,-647515,info@hotel45@yahoo.com,NULL,https://example.com/hotel59.jpg,Under Renovation,07-12-2024,17-11-2025
HT139,MP046,Homestay Boutique 64,Hotel,4,4.1,496,7554,17.7,Noney,"Hill Top 61, Noney, Manipur",24.3137,93.9618,12:00 Nungthil,12:00 Nungthil,167,141,Dormitory,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Partial Refund,-935519,info@hotel.com,https://www.hotel.com,https://example.com/hotel139.jpg,Under Renovation,22-09-2025,04-06-2026
HT155,MP021,Palace Heritage,Guest House,4,3.1,3421,10106,12.9,Chandel,"Hill Top 78, Chandel, Manipur",24.72,93.5713,01:00 Nungthil,12:00 Nungthil,150,0,Executive,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Free Cancellation,,,NULL,https://example.com/hotel5.jpg,Open,16-04-2024,22-04-2026
HT111,MP009,Resort Classic 65,Homestay,2,2.8,1011,14662,7.6,Tamenglong,"Market Area 15, Tamenglong, Manipur",25.4509,94.362,12:00 Nungthil,10:00 Ayuk,144,45,Dormitory,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Free Cancellation,-945117,info@hotel853@tourism.in,https://www.hotel.com,https://example.com/hotel111.jpg,Temporarily Closed,06-01-2023,09-05-2026
HT145,MP004,Guest House View 92,Hotel,2,4.4,2930,14957,7.2,Tamenglong,"Airport Road 47, Tamenglong, Manipur",25.3864,93.7962,12:00 Nungthil,10:00 Ayuk,20,8,Suite,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Partial Refund,-244821,info@hotel516@yahoo.com,https://www.hotel.com,https://example.com/hotel145.jpg,Temporarily Closed,20-10-2024,05-06-2025
HT090,MP049,Lodge Tower,Lodge,2,3.4,3743,952,2.8,Imphal West,"Hill Top 19, Imphal West, Manipur",25.4811,94.3383,02:00 Nungthil,12:00 Nungthil,93,50,Standard,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Non Refundable,-556594,info@hotel32@hotmail.com,https://www.hotel.com,https://example.com/hotel90.jpg,Open,10-05-2025,18-07-2025
