Event_ID,Place_ID,Event_Name,Event_Category,District,Venue,Description,Organizer,Contact_Person,Phone_Number,Email,Official_Website,Latitude,Longitude,Start_Date,End_Date,Start_Time,End_Time,Duration_Days,Season,Expected_Visitors,Registration_Required,Entry_Fee_INR,Maximum_Capacity,Remaining_Capacity,Age_Restriction,Suitable_For,Food_Available,Parking_Available,Wheelchair_Accessible,Emergency_Medical_Service,Security_Available,Event_Status,Image_URL,Created_Date,Updated_Date
EV054,MP046,Kangla Exhibition 2024,Cultural,Imphal West,Amphitheatre,"This Cultural event at Amphitheatre is a must-attend for anyone visiting Manipur. Kangla Exhibition 2024 offers a unique blend of tradition and modernity with live performances, workshops, and networking opportunities for tourists and locals alike.",Adventure Club,Krishna Ningombam,-352049,info@kanglaexhibition202496@event.org,https://www.kanglaexhibition2024.com,24.808,93.1679,12-07-2025,15-07-2025,10:00 Ayuk,08:00 Nungthil,3,Monsoon,1323,No,0,56305,54771,None,"Families, Senior Citizens",No,Yes,Yes,No,Yes,Completed,https://example.com/event54.jpg,19-10-2024,23-08-2025
EV053,MP039,Ras Leela Performance 2026,Photography,Ukhrul,Main Ground,"A grand Photography event celebrating the rich cultural heritage of Manipur. Ras Leela Performance 2026 features traditional performances, workshops, and exhibitions. Visitors can enjoy local cuisine, crafts, and interactive activities. The event attracts tourists from across the country.",Manipur Tourism Department,Meena Kumar,-811227,info@rasleelaperformance202662@tourism.in,https://www.rasleelaperformance2026.com,24.4871,93.1816,15-08-2026,21-08-2026,06:00 Nungthil,06:00 Nungthil,6,Monsoon,7050,No,100,16431,8903,Above 12,Everyone,No,No,No,Yes,Yes,Upcoming,https://example.com/event53.jpg,07-10-2024,05-10-2025
EV036,MP020,Shirui Walk 2026 1,Eco Tourism,Ukhrul,Amphitheatre,"This Eco Tourism event at Amphitheatre is a must-attend for anyone visiting Manipur. Shirui Walk 2026 1 offers a unique blend of tradition and modernity with live performances, workshops, and networking opportunities for tourists and locals alike.",Private Organizer,Leima Ningombam,-770075,info@kctim,https://www.shiruiwalk20261.com,25.2941,93.9653,02-06-2025,06-06-2025,08:00 Ayuk,09:00 Nungthil,4,Summer,27037,No,0,62197,34988,Above 18,"Families, Senior Citizens",No,Yes,Yes,Yes,Yes,Ongoing,https://example.com/event36.jpg,12-02-2023,17-07-2026
EV065,MP002,Adventure Conference 2025,Music,TENGNOUPAL,Open Field,"This Music event at Open Field is a must-attend for anyone visiting Manipur. Adventure Conference 2025 offers a unique blend of tradition and modernity with live performances, workshops, and networking opportunities for tourists and locals alike.",Local Cultural Committee,Raj Thang,-421377,info@adventureconference2025.com,https://www.adventureconference2025.com,24.7307,94.0205,09-06-2025,12-06-2025,06:00 Nungthil,10:00 Nungthil,3,Summer,6507,Yes,0,79370,72733,Above 12,"Children, Families, Tourists",Yes,Yes,Yes,Yes,No,Upcoming,https://example.com/event65.jpg,08-08-2025,07-01-2026
EV067,MP025,Keibul Carnival 2025,Dance,Tamenglong,Amphitheatre,"A grand Dance event celebrating the rich cultural heritage of Manipur. Keibul Carnival 2025 features traditional performances, workshops, and exhibitions. Visitors can enjoy local cuisine, crafts, and interactive activities. The event attracts tourists from across the country.",Peace Foundation,Krishna Kumar,-10651,info@keibulcarnival202579@event.org,https://www.keibulcarnival2025.com,24.4257,94.0216,05-03-2024,15-03-2024,08:00 Ayuk,08:00 Nungthil,10,Spring,13175,Yes,1000,63305,50395,None,"Researchers, Students",No,Yes,Yes,No,No,Completed,https://example.com/event67.jpg,25-05-2023,01-11-2025
EV030,MP036,Keibul Summit 2024,Food,Imphal West,Main Ground,"This Food event at Main Ground is a must-attend for anyone visiting Manipur. Keibul Summit 2024 offers a unique blend of tradition and modernity with live performances, workshops, and networking opportunities for tourists and locals alike.",Private Organizer,Raj Sharma,-215134,info@ldwb,https://www.keibulsummit2024.com,25.4734,93.9604,02-12-2024,06-12-2024,08:00 Ayuk,08:00 Nungthil,4,Winter,9178,No,100,34928,25740,Above 18,"Adventure Lovers, Photographers",Yes,No,Yes,Yes,No,Ongoing,https://example.com/event30.jpg,04-01-2023,19-09-2025
EV013,MP028,Orchid Fair 2025,Exhibition,Imphal East,Community Centre,"A grand Exhibition event celebrating the rich cultural heritage of Manipur. Orchid Fair 2025 features traditional performances, workshops, and exhibitions. Visitors can enjoy local cuisine, crafts, and interactive activities. The event attracts tourists from across the country.",Manipur Cultural Academy,Leima Devi,-169066,info@orchidfair202598@tourism.in,https://www.orchidfair2025.com,24.3387,94.0281,05-05-2026,12-05-2026,08:00 Ayuk,09:00 Nungthil,7,Summer,12821,No,50,52475,39755,Above 18,"Adventure Lovers, Photographers",No,Yes,No,No,No,Postponed,https://example.com/event13.jpg,14-05-2025,10-02-2025
EV048,MP015,Dzuko Festival 2025,Adventure,Bishnupur,Amphitheatre,"Join us at Amphitheatre for Dzuko Festival 2025, a spectacular Adventure celebration. The event features expert talks, interactive sessions, cultural performances, and plenty of opportunities for photography and exploration.",Manipur Cultural Academy,Meena Shimray,,,NULL,25.0516,93.4031,16-01-2024,20-01-2024,10:00 Ayuk,06:00 Nungthil,4,Winter,38965,Yes,0,77930,38799,Above 21,"Children, Families, Tourists",Yes,Yes,No,Yes,No,Cancelled,https://example.com/event48.jpg,19-04-2023,20-06-2026
EV059,MP011,Wildlife Walk 2026,Handicraft,Thoubal,Cultural Hall,"A grand Handicraft event celebrating the rich cultural heritage of Manipur. Wildlife Walk 2026 features traditional performances, workshops, and exhibitions. Visitors can enjoy local cuisine, crafts, and interactive activities. The event attracts tourists from across the country.",Manipur Cultural Academy,Raj Gupta,-299670,info@qwqqa,https://www.wildlifewalk2026.com,24.4249,94.2996,13-03-2024,18-03-2024,06:00 Nungthil,06:00 Nungthil,5,Spring,49682,No,0,99364,50076,Above 12,"Adventure Lovers, Photographers",No,Yes,Yes,No,No,Cancelled,https://example.com/event59.jpg,23-07-2025,23-06-2026
EV082,MP052,Orange Symposium 2025,Music,Imphal West,Main Ground,"Join us at Main Ground for Orange Symposium 2025, a spectacular Music celebration. The event features expert talks, interactive sessions, cultural performances, and plenty of opportunities for photography and exploration.",Manipur Handloom Board,Krishna Sharma,-942845,info@orangesymposium2025.in,https://www.orangesymposium2025.com,24.3541,93.6049,07-12-2025,17-12-2025,09:00 Ayuk,10:00 Nungthil,10,Winter,2114,No,200,46094,43948,Above 18,"Tourists, Photographers",No,No,Yes,Yes,Yes,Completed,https://example.com/event82.jpg,04-06-2025,15-06-2025
EV050,MP022,Adventure Walk 2024,Music,Thoubal,Open Field,"Adventure Walk 2024 is a premier Music event organized to promote tourism in Manipur. The festival includes cultural shows, adventure activities, and food stalls. It provides a platform for local artisans and performers to showcase their talents.",NGO,Usham Thang,-927249,info@frqv,https://www.adventurewalk2024.com,24.4499,94.4575,16-01-2025,17-01-2025,08:00 Ayuk,08:00 Nungthil,1,Winter,12562,No,100,39434,26398,Above 12,"Researchers, Students",Yes,No,Yes,No,Yes,Completed,https://example.com/event50.jpg,02-06-2025,22-11-2025
EV021,MP042,Orchid Walk 2026,Dance,Noney,Community Centre,"Orchid Walk 2026 is a premier Dance event organized to promote tourism in Manipur. The festival includes cultural shows, adventure activities, and food stalls. It provides a platform for local artisans and performers to showcase their talents.",District Administration,Usham Kumar,-494456,info@orchidwalk202644@manipur.in,https://www.orchidwalk2026.com,24.8449,94.3045,21-06-2025,30-06-2025,09:00 Ayuk,08:00 Nungthil,9,Summer,10405,No,500,91164,80587,Above 21,"Adventure Lovers, Photographers",Yes,Yes,No,Yes,No,Upcoming,https://example.com/event21.jpg,24-01-2023,03-01-2025
EV041,MP044,Dzuko Conference 2024,Adventure,Chandel,Amphitheatre,"Dzuko Conference 2024 is a premier Adventure event organized to promote tourism in Manipur. The festival includes cultural shows, adventure activities, and food stalls. It provides a platform for local artisans and performers to showcase their talents.",NGO,Wungnao Ningombam,-971022,info@mzxfr,https://www.dzukoconference2024.com,24.2187,93.7358,25-11-2026,04-12-2026,08:00 Ayuk,09:00 Nungthil,9,Autumn,16366,Yes,100,66727,49899,Above 21,Everyone,Yes,Yes,Yes,Yes,Yes,Ongoing,https://example.com/event41.jpg,17-07-2025,06-06-2025
EV062,MP045,Manipur Exhibition 2025,Wildlife,Churachandpur,Community Centre,"A grand Wildlife event celebrating the rich cultural heritage of Manipur. Manipur Exhibition 2025 features traditional performances, workshops, and exhibitions. Visitors can enjoy local cuisine, crafts, and interactive activities. The event attracts tourists from across the country.",Manipur Handloom Board,Priya Singha,-402162,info@manipurexhibition2025.in,NULL,24.7891,93.0023,11-12-2024,21-12-2024,10:00 Ayuk,10:00 Nungthil,10,Winter,7305,Yes,0,64499,56891,Above 18,Everyone,Yes,Yes,Yes,Yes,No,Cancelled,https://example.com/event62.jpg,03-04-2024,06-12-2026
EV025,MP003,Wildlife Symposium 2026,Conference,PHERZAWL,Open Field,"A grand Conference event celebrating the rich cultural heritage of Manipur. Wildlife Symposium 2026 features traditional performances, workshops, and exhibitions. Visitors can enjoy local cuisine, crafts, and interactive activities. The event attracts tourists from across the country.",Peace Foundation,Meena Kumar,-526754,info@wildlifesymposium20269@event.org,https://www.wildlifesymposium2026.com,24.6856,94.1078,06-09-2025,10-09-2025,06:00 Nungthil,09:00 Nungthil,4,Monsoon,35287,Yes,500,70574,34843,Above 21,"Students, Tourists, Researchers",No,Yes,Yes,No,Yes,Completed,https://example.com/event25.jpg,13-11-2025,01-12-2025
EV027,MP032,Heritage Conference 2024,Music,Noney,Cultural Hall,"This Music event at Cultural Hall is a must-attend for anyone visiting Manipur. Heritage Conference 2024 offers a unique blend of tradition and modernity with live performances, workshops, and networking opportunities for tourists and locals alike.",Peace Foundation,Krishna Singha,-4755,info@heritageconference2024.in,https://www.heritageconference2024.com,25.4614,93.0681,18-06-2025,27-06-2025,10:00 Ayuk,06:00 Nungthil,9,Summer,10941,No,1000,93225,82623,Above 12,"Families, Senior Citizens",No,Yes,Yes,No,No,Ongoing,https://example.com/event27.jpg,05-11-2024,18-07-2025
EV031,MP038,Sangai Expo 2026,Music,Senapati,Main Ground,"This Music event at Main Ground is a must-attend for anyone visiting Manipur. Sangai Expo 2026 offers a unique blend of tradition and modernity with live performances, workshops, and networking opportunities for tourists and locals alike.",Manipur Handloom Board,Meena Rao,-136748,info@sangaiexpo202610@event.org,https://www.sangaiexpo2026.com,24.0621,93.0782,07-06-2026,14-06-2026,10:00 Ayuk,05:00 Nungthil,7,Summer,18761,No,100,37522,18549,None,"Children, Families, Tourists",No,Yes,No,No,Yes,Ongoing,https://example.com/event31.jpg,09-03-2023,11-03-2025
EV090,MP020,Orchid Festival 2025,Conference,Chandel,Community Centre,"This Conference event at Community Centre is a must-attend for anyone visiting Manipur. Orchid Festival 2025 offers a unique blend of tradition and modernity with live performances, workshops, and networking opportunities for tourists and locals alike.",Manipur Cultural Academy,Raj Shimray,-223251,info@coqu,https://www.orchidfestival2025.com,24.7225,94.1521,07-04-2024,12-04-2024,11:00 Ayuk,10:00 Nungthil,5,Spring,45017,Yes,500,90034,45382,Above 18,"Families, Senior Citizens",Yes,No,Yes,No,Yes,Postponed,https://example.com/event90.jpg,06-06-2024,11-04-2026
EV005,MP030,Loktak Expo 2024,Festival,thoubal,Amphitheatre,"This Festival event at Amphitheatre is a must-attend for anyone visiting Manipur. Loktak Expo 2024 offers a unique blend of tradition and modernity with live performances, workshops, and networking opportunities for tourists and locals alike.",District Administration,Raj Rao,-227579,info@loktakexpo202422@gmail.com,NULL,25.4523,94.3257,14-06-2025,19-06-2025,11:00 Ayuk,06:00 Nungthil,5,Summer,7757,No,1000,56015,48025,Above 12,"Families, Senior Citizens",No,Yes,No,No,Yes,Cancelled,https://example.com/event5.jpg,10-08-2024,01-06-2026
EV044,MP010,Heritage Tournament 2025,Workshop,Tamenglong,Community Centre,"Join us at Community Centre for Heritage Tournament 2025, a spectacular Workshop celebration. The event features expert talks, interactive sessions, cultural performances, and plenty of opportunities for photography and exploration.",Wildlife Institute of India,Arjun Shimray,-892816,info@heritagetournament2025.in,https://www.heritagetournament2025.com,25.3061,93.1269,12-10-2026,21-10-2026,09:00 Ayuk,10:00 Nungthil,9,Autumn,30739,Yes,100,67109,35989,Above 21,"Children, Families, Tourists",Yes,No,Yes,Yes,No,Upcoming,https://example.com/event44.jpg,11-11-2023,15-12-2026
EV002,MP023,Orchid Fair 2026,Workshop,Senapati,Meeting Hall,"Join us at Meeting Hall for Orchid Fair 2026, a spectacular Workshop celebration. The event features expert talks, interactive sessions, cultural performances, and plenty of opportunities for photography and exploration.",Peace Foundation,Krishna Sharma,-874569,info@orchidfair2026.in,https://www.orchidfair2026.com,25.4659,94.0363,14-06-2025,22-06-2025,08:00 Ayuk,10:00 Nungthil,8,Summer,7744,No,500,25110,16926,Above 12,"Adventure Lovers, Photographers",Yes,No,Yes,No,No,Postponed,https://example.com/event2.jpg,16-02-2025,22-07-2025
EV079,MP049,Andro Conference 2025,Conference,Pherzawl,Meeting Hall,"Andro Conference 2025 is a premier Conference event organized to promote tourism in Manipur. The festival includes cultural shows, adventure activities, and food stalls. It provides a platform for local artisans and performers to showcase their talents.",Manipur Handloom Board,Raj Sharma,-588203,info@androconference2025.org,NULL,25.3527,93.3428,20-07-2025,29-07-2025,06:00 Nungthil,09:00 Nungthil,9,Monsoon,16110,Yes,100,60982,45068,Above 12,"Researchers, Students",Yes,No,No,No,No,Postponed,https://example.com/event79.jpg,25-11-2024,22-11-2026
EV047,MP055,Orange Camp 2024,Eco Tourism,Senapati,Open Field,"This Eco Tourism event at Open Field is a must-attend for anyone visiting Manipur. Orange Camp 2024 offers a unique blend of tradition and modernity with live performances, workshops, and networking opportunities for tourists and locals alike.",Manipur Cultural Academy,Wungnao Singha,-4373,info@orangecamp202494@festival.com,https://www.orangecamp2024.com,25.3508,93.3215,02-04-2026,05-04-2026,06:00 Nungthil,08:00 Nungthil,3,Spring,141,No,200,24457,24657,Above 21,"Children, Families, Tourists",No,No,No,Yes,Yes,Completed,https://example.com/event47.jpg,02-08-2025,09-12-2026
EV018,MP051,Manipur Expo 2026,Conference,Kangpokpi,Cultural Hall,"Join us at Cultural Hall for Manipur Expo 2026, a spectacular Conference celebration. The event features expert talks, interactive sessions, cultural performances, and plenty of opportunities for photography and exploration.",Local Cultural Committee,Raj Singha,-368721,info@avbza,NULL,24.5547,93.7388,06-05-2026,08-05-2026,08:00 Ayuk,08:00 Nungthil,2,Summer,1550,Yes,200,76278,74613,None,Everyone,No,Yes,Yes,Yes,No,Postponed,https://example.com/event18.jpg,07-07-2024,09-08-2025
EV007,MP019,Heritage Camp 2025,Food,Senapati,Main Ground,"This Food event at Main Ground is a must-attend for anyone visiting Manipur. Heritage Camp 2025 offers a unique blend of tradition and modernity with live performances, workshops, and networking opportunities for tourists and locals alike.",Manipur Handloom Board,Wungnao Rao,-5383,info@heritagecamp2025.in,https://www.heritagecamp2025.com,24.44,93.6625,13-08-2025,15-08-2025,11:00 Ayuk,06:00 Nungthil,2,Monsoon,39132,No,0,78264,38909,None,"Students, Tourists, Researchers",Yes,No,No,Yes,No,Upcoming,https://example.com/event7.jpg,04-09-2024,04-02-2025
EV033,MP014,Dzuko Trek 2025,Adventure,Senapati,Community Centre,"Join us at Community Centre for Dzuko Trek 2025, a spectacular Adventure celebration. The event features expert talks, interactive sessions, cultural performances, and plenty of opportunities for photography and exploration.",Manipur Handloom Board,Arjun Shimray,-841911,info@wroke,https://www.dzukotrek2025.com,24.0806,94.0706,17-09-2026,18-09-2026,09:00 Ayuk,05:00 Nungthil,1,Monsoon,11964,No,200,40087,28363,Above 12,"Researchers, Students",No,Yes,Yes,Yes,Yes,Ongoing,https://example.com/event33.jpg,05-01-2023,13-06-2026
EV034,MP005,Wildlife Mela 2025,Conference,Tamenglong,Meeting Hall,"This Conference event at Meeting Hall is a must-attend for anyone visiting Manipur. Wildlife Mela 2025 offers a unique blend of tradition and modernity with live performances, workshops, and networking opportunities for tourists and locals alike.",Manipur Cultural Academy,Meena Gupta,-983323,info@kcyev,https://www.wildlifemela2025.com,25.0813,93.6536,06-07-2025,07-07-2025,08:00 Ayuk,09:00 Nungthil,1,Monsoon,36252,Yes,100,72504,36683,Above 21,"Students, Tourists, Researchers",Yes,No,No,Yes,Yes,Postponed,https://example.com/event34.jpg,09-01-2024,12-03-2025
EV061,MP047,Keibul Tournament 2026,Wildlife,Imphal West,Main Ground,"A grand Wildlife event celebrating the rich cultural heritage of Manipur. Keibul Tournament 2026 features traditional performances, workshops, and exhibitions. Visitors can enjoy local cuisine, crafts, and interactive activities. The event attracts tourists from across the country.",University,Raj Singh,-589066,info@keibultournament2026.com,NULL,25.0144,94.3663,14-01-2025,18-01-2025,08:00 Ayuk,08:00 Nungthil,4,Winter,12825,No,100,83635,71165,Above 18,"Students, Tourists, Researchers",No,No,No,Yes,Yes,Completed,https://example.com/event61.jpg,04-09-2023,24-12-2026
EV071,MP003,Classical Walk 2025,Sports,Imphal West,Community Centre,"This Sports event at Community Centre is a must-attend for anyone visiting Manipur. Classical Walk 2025 offers a unique blend of tradition and modernity with live performances, workshops, and networking opportunities for tourists and locals alike.",University,Leima Ningombam,-881291,info@classicalwalk2025.in,NULL,24.6411,94.0025,21-02-2025,23-02-2025,11:00 Ayuk,10:00 Nungthil,2,Winter,36774,No,100,73548,37116,Above 18,"Families, Senior Citizens",Yes,Yes,No,No,No,Ongoing,https://example.com/event71.jpg,01-03-2024,20-01-2026
EV080,MP006,Eco Trek 2024,Exhibition,Tamenglong,Community Centre,"A grand Exhibition event celebrating the rich cultural heritage of Manipur. Eco Trek 2024 features traditional performances, workshops, and exhibitions. Visitors can enjoy local cuisine, crafts, and interactive activities. The event attracts tourists from across the country.",Manipur Cultural Academy,Krishna Ningombam,-479972,info@ecotrek202449@gmail.com,https://www.ecotrek2024.com,25.4649,94.4297,02-02-2024,11-02-2024,08:00 Ayuk,10:00 Nungthil,9,Winter,22598,No,100,45196,23030,Above 12,"Students, Tourists, Researchers",No,No,Yes,No,No,Postponed,https://example.com/event80.jpg,01-07-2023,07-02-2026
EV077,MP017,Tharon Walk 2024,festival,Tamenglong,Meeting Hall,"Join us at Meeting Hall for Tharon Walk 2024, a spectacular Festival celebration. The event features expert talks, interactive sessions, cultural performances, and plenty of opportunities for photography and exploration.",District Administration,Usham Kumar,-682384,info@tharonwalk2024.org,NULL,24.3556,93.4419,05-10-2024,13-10-2024,06:00 Nungthil,05:00 Nungthil,8,Autumn,28906,Yes,1000,97383,68051,Above 12,Everyone,Yes,No,Yes,No,Yes,Ongoing,https://example.com/event77.jpg,19-07-2024,15-07-2026
EV093,MP046,Dzuko Carnival 2025,Festival,Pherzawl,Cultural Hall,"This Festival event at Cultural Hall is a must-attend for anyone visiting Manipur. Dzuko Carnival 2025 offers a unique blend of tradition and modernity with live performances, workshops, and networking opportunities for tourists and locals alike.",Manipur Handloom Board,Usham Kumar,-136359,info@dzukocarnival2025.org,NULL,24.8861,93.7956,18-09-2024,23-09-2024,06:00 Nungthil,06:00 Nungthil,5,Monsoon,4393,Yes,1000,94399,89527,None,"Researchers, Students",Yes,No,No,No,Yes,Postponed,https://example.com/event93.jpg,11-11-2023,15-10-2026
EV038,MP011,Loktak Workshop 2024,Religious,Tamenglong,Cultural Hall,"Join us at Cultural Hall for Loktak Workshop 2024, a spectacular Religious celebration. The event features expert talks, interactive sessions, cultural performances, and plenty of opportunities for photography and exploration.",Manipur Cultural Academy,Leima Sharma,-601980,info@loktakworkshop20246@manipur.in,NULL,24.332,93.3094,18-05-2025,26-05-2025,08:00 Ayuk,06:00 Nungthil,8,Summer,7225,No,100,14450,7337,None,"Tourists, Photographers",No,Yes,Yes,No,No,Cancelled,https://example.com/event38.jpg,12-05-2024,18-10-2025
EV087,MP012,Wildlife Expo 2026,Conference,Pherzawl,Amphitheatre,"Wildlife Expo 2026 is a premier Conference event organized to promote tourism in Manipur. The festival includes cultural shows, adventure activities, and food stalls. It provides a platform for local artisans and performers to showcase their talents.",Manipur Cultural Academy,Wungnao Kumar,-1661,info@wildlifeexpo2026.in,NULL,25.1665,93.6494,13-09-2024,21-09-2024,08:00 Ayuk,06:00 Nungthil,8,Monsoon,43484,Yes,200,86968,43278,Above 18,"Children, Families, Tourists",No,No,Yes,Yes,Yes,Cancelled,https://example.com/event87.jpg,01-07-2025,23-02-2026
EV003,MP013,Orchid Summit 2025,Photography,Noney,Amphitheatre,"Join us at Amphitheatre for Orchid Summit 2025, a spectacular Photography celebration. The event features expert talks, interactive sessions, cultural performances, and plenty of opportunities for photography and exploration.",Local Cultural Committee,Raj Ningombam,,,NULL,25.1411,93.4222,05-06-2024,07-06-2024,09:00 Ayuk,10:00 Nungthil,2,Summer,14502,Yes,100,42147,28030,None,"Students, Tourists, Researchers",No,No,No,Yes,No,Ongoing,https://example.com/event3.jpg,17-06-2024,05-10-2026
EV084,MP013,Khongjom Trek 2026,Religious,Tamenglong,Meeting Hall,"Join us at Meeting Hall for Khongjom Trek 2026, a spectacular Religious celebration. The event features expert talks, interactive sessions, cultural performances, and plenty of opportunities for photography and exploration.",Private Organizer,Krishna Gupta,-334315,info@khongjomtrek202676@yahoo.com,https://www.khongjomtrek2026.com,24.107,93.1084,18-04-2024,27-04-2024,06:00 Nungthil,10:00 Nungthil,9,Spring,28371,Yes,0,56742,28370,None,Everyone,No,Yes,Yes,No,Yes,Completed,https://example.com/event84.jpg,15-03-2024,07-07-2026
EV074,MP023,Keibul Exhibition 2025,Adventure,Tamenglong,Community Centre,"Join us at Community Centre for Keibul Exhibition 2025, a spectacular Adventure celebration. The event features expert talks, interactive sessions, cultural performances, and plenty of opportunities for photography and exploration.",Manipur Tourism Department,Raj Thang,-220958,info@keibulexhibition202568@event.org,NULL,24.2769,93.8637,03-04-2026,11-04-2026,06:00 Nungthil,09:00 Nungthil,8,Spring,2522,No,500,84262,81444,Above 18,"Families, Senior Citizens",Yes,No,No,Yes,Yes,Completed,https://example.com/event74.jpg,17-03-2024,07-10-2026
EV083,MP002,Loktak Festival 2026,Conference,Imphal East,Cultural Hall,"A grand Conference event celebrating the rich cultural heritage of Manipur. Loktak Festival 2026 features traditional performances, workshops, and exhibitions. Visitors can enjoy local cuisine, crafts, and interactive activities. The event attracts tourists from across the country.",Local Cultural Committee,Wungnao Kumar,,,NULL,25.4442,93.0128,14-11-2025,17-11-2025,08:00 Ayuk,09:00 Nungthil,3,Autumn,18654,Yes,50,62917,43778,Above 12,"Researchers, Students",Yes,No,No,Yes,No,Ongoing,https://example.com/event83.jpg,10-02-2023,10-04-2025
EV012,MP031,Eco Carnival 2024,Handicraft,Thoubal,Community Centre,"Eco Carnival 2024 is a premier Handicraft event organized to promote tourism in Manipur. The festival includes cultural shows, adventure activities, and food stalls. It provides a platform for local artisans and performers to showcase their talents.",Private Organizer,Arjun Singha,-124232,info@wclqp,https://www.ecocarnival2024.com,25.0508,93.4314,13-11-2026,12-11-2026,10:00 Ayuk,08:00 Nungthil,7,Autumn,6714,No,100,40895,34594,Above 18,"Tourists, Photographers",Yes,Yes,No,No,No,Upcoming,https://example.com/event12.jpg,13-06-2024,13-08-2026
EV008,MP024,Sangai Trek 2025,Adventure,Ukhrul,Cultural Hall,"Sangai Trek 2025 is a premier Adventure event organized to promote tourism in Manipur. The festival includes cultural shows, adventure activities, and food stalls. It provides a platform for local artisans and performers to showcase their talents.",Manipur Cultural Academy,Arjun Kumar,,,NULL,24.5788,93.7922,01-06-2024,07-06-2024,10:00 Ayuk,09:00 Nungthil,6,Summer,17413,Yes,1000,34826,16984,Above 18,"Tourists, Photographers",No,Yes,Yes,Yes,No,Ongoing,https://example.com/event8.jpg,21-04-2025,16-09-2026
EV057,MP010,Food Trek 2024,WILDLIFE,Thoubal,Meeting Hall,"This Wildlife event at Meeting Hall is a must-attend for anyone visiting Manipur. Food Trek 2024 offers a unique blend of tradition and modernity with live performances, workshops, and networking opportunities for tourists and locals alike.",Manipur Tourism Department,Arjun Sharma,-396959,info@hoggd,https://www.foodtrek2024.com,25.4864,94.3343,05-05-2025,15-05-2025,11:00 Ayuk,09:00 Nungthil,10,Summer,30308,No,200,88895,58794,Above 21,"Tourists, Photographers",Yes,No,Yes,Yes,No,Upcoming,https://example.com/event57.jpg,14-12-2025,12-11-2026
EV011,MP048,Keibul Performance 2025,Religious,Noney,Meeting Hall,"A grand Religious event celebrating the rich cultural heritage of Manipur. Keibul Performance 2025 features traditional performances, workshops, and exhibitions. Visitors can enjoy local cuisine, crafts, and interactive activities. The event attracts tourists from across the country.",Wildlife Institute of India,Usham Singh,-554050,info@keibulperformance202550@gmail.com,https://www.keibulperformance2025.com,24.2924,93.6523,17-11-2024,24-11-2024,08:00 Ayuk,06:00 Nungthil,7,Autumn,19368,No,200,53856,34895,Above 18,Everyone,Yes,No,Yes,No,Yes,Cancelled,https://example.com/event11.jpg,16-01-2025,20-05-2025
EV102,MP023,Orchid Fair 2026,Workshop,Senapati,Meeting Hall,"Join us at Meeting Hall for Orchid Fair 2026, a spectacular Workshop celebration. The event features expert talks, interactive sessions, cultural performances, and plenty of opportunities for photography and exploration.",Peace Foundation,Krishna Sharma,-874569,info@orchidfair2026.in,https://www.orchidfair2026.com,25.4659,94.0363,14-06-2025,22-06-2025,08:00 Ayuk,10:00 Nungthil,8,Summer,7744,No,500,25110,16926,Above 12,"Adventure Lovers, Photographers",Yes,No,Yes,No,No,Postponed,https://example.com/event2.jpg,16-02-2025,22-07-2025
EV035,MP016, Keibul Workshop 2025,Eco Tourism,Churachandpur,Meeting Hall,"A grand Eco Tourism event celebrating the rich cultural heritage of Manipur. Keibul Workshop 2025 features traditional performances, workshops, and exhibitions. Visitors can enjoy local cuisine, crafts, and interactive activities. The event attracts tourists from across the country. ",Wildlife Institute of India,Krishna Kumar,-955572,info@ubdbg,https://www.keibulworkshop2025.com,25.2729,93.5012,02-01-2024,07-01-2024,06:00 Nungthil,06:00 Nungthil,5,Winter,5038,No,200,63364,58381,Above 12,"Researchers, Students",Yes,No,No,Yes,Yes,Ongoing,https://example.com/event35.jpg,17-12-2023,10-08-2025
EV024,MP026,Ras Leela Tournament 2026,Sports,Ukhrul,Amphitheatre,"Ras Leela Tournament 2026 is a premier Sports event organized to promote tourism in Manipur. The festival includes cultural shows, adventure activities, and food stalls. It provides a platform for local artisans and performers to showcase their talents.",Manipur Handloom Board,Leima Shimray,-190564,info@rasleelatournament202640@manipur.in,https://www.rasleelatournament2026.com,25.1071,94.1903,11-12-2026,16-12-2026,11:00 Ayuk,08:00 Nungthil,5,Winter,16156,No,50,32312,16058,Above 21,"Children, Families, Tourists",No,No,Yes,Yes,Yes,Ongoing,https://example.com/event24.jpg,07-11-2025,12-11-2026
EV086,MP005,Manipur Workshop 2024 1,Handicraft,Noney,Meeting Hall,"A grand Handicraft event celebrating the rich cultural heritage of Manipur. Manipur Workshop 2024 1 features traditional performances, workshops, and exhibitions. Visitors can enjoy local cuisine, crafts, and interactive activities. The event attracts tourists from across the country.",Adventure Club,Priya Singha,-777522,info@manipurworkshop2024185@manipur.in,https://www.manipurworkshop20241.com,24.6286,93.2011,03-07-2024,09-07-2024,06:00 Nungthil,10:00 Nungthil,6,Monsoon,22475,No,0,44950,22278,Above 12,"Tourists, Photographers",Yes,Yes,Yes,No,Yes,Postponed,https://example.com/event86.jpg,19-09-2024,25-05-2025
